0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,7.35,35.74,66.88,82.3,88.1,90.75,90.99,90.21,89.49,88.73,85.41,86.46,86.8,85.84,
0,6.92,36.92,66.22,82.62,88.8,87.3,87.36,89.67,90.82,90.78,89.41,88.73,87.8,86.88,
0,2.58,7.5,20.72,30.97,41.52,49.14,54.07,58,62.21,60.98,49.09,54.8,49.58,53.6,48.41
0,2.45,8.78,21.43,32.27,41,40.18,29.89,32.41,40.16,48.97,49.55,49.4,42.96,44.37,40.72
